,DC.C01.4861,DC.C01.4811,DC.C01.3000,DC.C01.1000,DC.C01.900,DC.C01N.120,DC.C01.80,DC.C01.5,DC.C14.4183,DC.C14.4138,DC.C14.2000,DC.C14N.1000,DC.C14.150,DC.C14.120,DC.C14.70,DC.C14.5,DC2.R04C06.05to1,DC2.R04C06.0to05,DC2.R04C06.10to15r,DC2.R04C06.1to5,DC2.R04C06.5to10,DC2.R14C27.05to1,DC2.R14C27.0to05,DC2.R14C27.10to15,DC2.R14C27.1to5,DC2.R14C27.5to10
sp135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0.00042644,0.0057926,0.0019802,0.00269122,0.00368847,0.00297408,0.01047565,0.00368063,0.00720848
sp136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0.00635773,0.0009901,0.00339943,0.00425592,0.00453194,0.00849377,0.00467157,0.00664311
sp137,0.01210075,0.01405877,0.00829467,0,0,0,0,0,0.0056243,0.00492264,0.00196684,0,0,0,0,0,0.00084914,0.00085288,0,0.00028289,0,0.00014186,0.00056649,0,0,0.00042403
sp138,0.0043619,0,0,0.00196933,0,0,0,0,0.00393701,0.00520394,0.00449564,0.00337079,0,0,0,0,0.00127371,0.00071073,0,0.00212164,0.00141643,0.00099305,0.00084974,0.00127407,0.00240657,0.00169611
sp139,0,0.00014059,0.01897933,0,0,0.00014059,0,0,0.00168729,0.00140647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084914,0.00113717,0,0.00070721,0.00028329,0.00014186,0,0,0,0
sp141,0.01013086,0.02488402,0.00702938,0.00422,0.00224845,0.00576409,0.00196795,0,0.00899888,0.00520394,0.00154538,0.0002809,0,0.00154799,0.00056219,0,0,0,0,0,0,0,0,0,0,0
sp142,0,0.00042176,0,0.000422,0,0,0,0,0.00098425,0.00154712,0,0,0,0,0,0,0.0018398,0.00113717,0.00056513,0.00084866,0.00028329,0.0019861,0.0018411,0.00014156,0.00169875,0.00070671
sp143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141523,0.00014215,0.00169539,0.00141443,0.00042493,0.00156051,0.00198272,0.00141563,0.00070781,0.0019788
sp144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198132,0.00099502,0.00141283,0.00169731,0.00184136,0.00326287,0.00311571,0.00424689,0.00283126,0.00254417
sp145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0.00085288,0.00367335,0.0009901,0.00127479,0.0019861,0.00169948,0.00198188,0.00226501,0.00254417
sp146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018398,0.00227434,0,0.00254597,0.00084986,0.00170237,0.00113298,0.00014156,0.0011325,0.00113074
sp147,0,0,0,0,0,0,0,0,0.00520247,0.00379747,0.00196684,0.00126404,0.00070254,0.00014073,0,0,0.00028305,0.00071073,0.00056513,0,0,0,0,0,0,0
sp148,0.0045026,0.00674821,0.00618586,0.00196933,0,0,0,0,0.00885827,0.00998594,0.00533858,0.00140449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp149,0,0,0,0.00970601,0.01517707,0,0,0,0,0,0.0202304,0.01390449,0.00913306,0.00309598,0,0,0,0,0,0,0,0,0,0,0,0
sp150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00071073,0,0.00042433,0.00028329,0,0,0,0,0
sp151,0,0,0,0.00028133,0,0.00435822,0.01082373,0.00828768,0,0,0,0,0,0,0.01827126,0.0125,0,0,0,0,0,0,0,0,0,0
sp152,0,0,0,0,0,0,0.0157436,0.03483635,0,0,0,0,0,0,0,0.00575843,0,0,0,0,0,0,0,0,0,0
sp153,0.00830167,0.00773232,0.0080135,0.00140667,0,0,0,0,0.00829584,0.00632911,0.00828885,0.00126404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325502,0.00170576,0.00282566,0.00254597,0.00410765,0.00312101,0.00127461,0.00141563,0.00198188,0.00141343
sp155,0.00619108,0.01349642,0.00492057,0.000422,0,0,0,0,0.00829584,0.00815752,0.00351222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00056859,0.00014128,0.00028289,0.00014164,0.00028373,0.00056649,0.00042469,0.00056625,0.00141343
sp157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198132,0.00312722,0,0,0,0.00056746,0.00028325,0,0.00014156,0
sp158,0,0,0.00028118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00028429,0.00028257,0.00070721,0.00028329,0.00014186,0.00014162,0.00014156,0.00014156,0.00014134
sp159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00481177,0.00298507,0.00042385,0.00339463,0.00169972,0.00226983,0.00155785,0.00070781,0.00084938,0.0009894
sp160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00014215,0,0,0.00028329,0.00042559,0.00028325,0,0.00014156,0.00014134
sp161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0.00255864,0,0.00028289,0.00056657,0.00113491,0,0,0,0
sp162,0,0,0,0.01026867,0.01419337,0,0,0,0,0,0.00140489,0.01053371,0.02037375,0.00534759,0,0,0,0,0,0,0,0,0,0,0,0
sp163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00071073,0,0,0,0,0.00056649,0,0,0
sp164,0.00787956,0.00955996,0.00534233,0,0,0,0,0,0.01068616,0.01209564,0.0025288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0.00071073,0,0.00014144,0.00014164,0.00042559,0.00028325,0,0.00042469,0
sp166,0,0,0,0,0,0.01982286,0.01911723,0,0,0,0,0,0.00014051,0,0.00393535,0,0,0,0,0,0,0,0,0,0,0
sp167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141523,0,0.00720543,0.00254597,0.00396601,0.00226983,0.00169948,0.00240657,0.00254813,0.00424028
sp168,0,0,0.00056235,0.02194401,0.02023609,0.00028118,0,0,0.00014061,0,0.01756111,0.02191011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp169,0.00787956,0.00843526,0.0068888,0.00140667,0.0009837,0,0,0,0.00520247,0.00829817,0.00266929,0.00168539,0,0,0,0,0,0,0,0,0.00014164,0,0,0,0,0
sp170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084914,0.00028429,0.00565131,0.00183876,0.00311615,0.00170237,0.00113298,0.00155719,0.0011325,0.00226148
sp171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00127932,0.00621645,0.00169731,0.00311615,0.0035466,0.00311571,0.00594564,0.00396376,0.004947
sp172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084914,0.00028429,0.00014128,0.00141443,0.00056657,0,0.00014162,0,0,0
sp173,0.00759814,0.00632644,0.013637,0.001266,0,0,0,0,0.00421822,0.00464135,0.00660298,0.00014045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp174,0,0,0,0.00014067,0,0.00028118,0.01855496,0.01854193,0,0.00028129,0,0,0,0,0.00168658,0.00098315,0,0,0,0,0,0,0,0,0,0
sp175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014215,0,0,0.00028329,0.00014186,0.00014162,0,0,0
sp177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155675,0,0.00296694,0,0.00226629,0.00127678,0.00127461,0.00410532,0.00226501,0.00353357
sp178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099066,0.00156361,0.0008477,0.00070721,0.00070822,0.00113491,0.00127461,0.00042469,0.00099094,0.00084806
sp179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113218,0.00042644,0.00070641,0.00183876,0.001983,0.00156051,0.00226597,0.0011325,0.00141563,0.00084806
sp180,0,0,0,0,0,0.0022494,0.00969918,0.00716393,0,0,0,0,0.00576085,0.00436251,0.00632467,0.00379213,0,0,0,0,0,0,0,0,0,0
sp181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183668,0.00056577,0.00084986,0.00014186,0.00028325,0.00042469,0.00056625,0.00056537
sp182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240589,0.00127932,0.00113026,0.00155587,0.0009915,0.00170237,0.00141623,0.00084938,0.00155719,0.0019788
sp183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240589,0.00113717,0.00254309,0.00367751,0.00481586,0.0019861,0.00127461,0.00141563,0.00198188,0.00268551
sp184,0.00014071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099066,0.00028429,0.00169539,0.00268741,0.001983,0.00099305,0.0018411,0.00099094,0.00084938,0.00070671
sp185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113218,0.00014215,0.00381464,0.00084866,0.00155807,0.00156051,0.00070811,0.00127407,0.00198188,0.00127208
sp186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141523,0.00042644,0,0.0009901,0.00127479,0.00042559,0.00084974,0,0.00042469,0.00028269
sp187,0,0,0.00014059,0.00028133,0,0,0,0,0,0,0,0.0002809,0,0,0,0,0.00084914,0.00099502,0.00056513,0.00212164,0.00184136,0.00113491,0.00339895,0.00070781,0.00099094,0.00127208
sp188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00028429,0.00127155,0.00056577,0.00084986,0.00014186,0,0,0.00028313,0.00028269
sp189,0,0,0,0.000422,0,0.01166878,0.01714928,0,0.00014061,0,0,0,0,0.00112581,0.00927618,0.00042135,0,0,0,0,0,0,0,0,0,0
sp190,0,0,0,0,0,0.00365528,0.00983975,0.00196657,0,0,0,0,0,0,0.03836964,0.03398876,0,0,0,0,0,0,0,0,0,0
sp191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141523,0.00071073,0.00169539,0.00141443,0.00269122,0.00297915,0.00283246,0.00056625,0.00127407,0.00084806
sp192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009901,0.00070822,0.00127678,0.00113298,0.00424689,0.00240657,0.00339223
sp193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198132,0.00255864,0.00014128,0.00084866,0.00028329,0.00042559,0.00042487,0,0.00056625,0
sp194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00071073,0.00155411,0.00056577,0.00042493,0.00014186,0.00099136,0.00084938,0.00042469,0.00070671
sp195,0,0,0.00463939,0.01055001,0.00618325,0,0,0,0,0.00070323,0.00674347,0.00814607,0,0,0,0,0.00056609,0.00099502,0.00014128,0,0.00042493,0.00028373,0.00042487,0,0.00028313,0
sp196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070641,0,0,0.00014186,0,0,0.00084938,0.00141343
sp197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00056859,0,0,0,0.00042559,0.00028325,0,0,0
sp198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084914,0.00042644,0.00056513,0.00042433,0.00014164,0.00085118,0.00028325,0.0011325,0.00056625,0.00084806
sp199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00014215,0,0.00042433,0.00014164,0.00099305,0.00084974,0,0.00056625,0
sp200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113218,0.00142146,0.00240181,0.00212164,0.00311615,0.00255355,0.00396544,0.00297282,0.00325595,0.00310954
sp201,0,0,0,0,0,0,0,0.00056188,0,0,0,0,0,0,0.03443429,0.03384831,0,0,0,0,0,0,0,0,0,0
sp202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127371,0.00042644,0.00339079,0.00141443,0.00240793,0.00212796,0.00141623,0.00099094,0.00283126,0.00424028
sp203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198132,0.00142146,0.00042385,0.00070721,0.00127479,0.00070932,0.00113298,0.00056625,0.00028313,0.00014134
sp204,0,0.00014059,0.00168705,0.00492334,0.00857223,0.00435822,0.00267079,0.00070235,0.00028121,0.00070323,0.00280978,0.00786517,0.00955459,0.00548832,0.00112439,0.00042135,0,0,0,0,0,0,0,0,0,0
sp205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031135,0.00042644,0.00042385,0.00268741,0.00127479,0.00070932,0.00014162,0.00028313,0.00028313,0.00056537
sp206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099066,0.00113717,0.00070641,0.0019802,0.00042493,0.00028373,0.00042487,0.00056625,0.00014156,0.00056537
sp207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382112,0.00497512,0.00014128,0.00169731,0.00028329,0.00113491,0.00070811,0.00028313,0.00070781,0.00028269
sp208,0.0066132,0.0068888,0.00309293,0,0,0,0,0,0.00224972,0.00407876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp209,0,0,0,0,0,0,0,0,0.00014061,0,0,0,0,0,0,0,0.00198132,0.00270078,0,0.00056577,0.00014164,0.00056746,0.00028325,0,0,0
sp210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084914,0.00014215,0.00014128,0.00014144,0,0.00014186,0.00028325,0,0,0.00014134
sp211,0,0,0.0011247,0.00872134,0.01110174,0.00646703,0.00224909,0.00070235,0,0,0.00238831,0.00716292,0.00800899,0.00900647,0.0002811,0.0002809,0,0,0,0,0,0,0,0,0,0
sp212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp213,0,0,0,0,0,0.00126529,0.00716896,0.01292316,0,0,0,0,0,0,0.00660576,0.00870787,0,0,0,0,0,0,0,0,0,0
sp214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198132,0.00341151,0,0.00042433,0,0.00099305,0.00070811,0.00028313,0.00014156,0.00028269
sp215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0,0.00028257,0,0.00056657,0.00113491,0.00070811,0,0.00056625,0.00056537
sp216,0,0,0,0,0,0.00098411,0.00646612,0.00828768,0,0,0,0,0,0,0.0111033,0.02148876,0,0,0,0,0,0,0,0,0,0
sp217,0.00140706,0.00253058,0.00253058,0.00858067,0.00815065,0,0,0,0.00337458,0.00464135,0.00309076,0.01025281,0.0032317,0.00168871,0,0,0,0,0,0,0,0,0,0,0,0
sp218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00014215,0.00042385,0.00042433,0.0009915,0.00028373,0.00042487,0,0.00056625,0.00042403
sp219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00028429,0.00098898,0.00056577,0.00127479,0.00156051,0.00155785,0.0011325,0.00127407,0.00070671
sp220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141523,0.00099502,0.00098898,0.00070721,0.00127479,0.00141864,0.00283246,0.00141563,0.00127407,0.00113074
sp222,0.00408048,0.00449881,0.00773232,0.00211,0.00154581,0,0,0,0.00506187,0.00492264,0.00674347,0.00266854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0.00085288,0,0.00155587,0.00070822,0.00156051,0,0.00070781,0,0.00127208
sp224,0.00731673,0.00984114,0.00323352,0,0,0,0,0,0.00646794,0.00421941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp225,0,0,0,0,0,0.00506116,0,0,0,0,0,0,0.00070254,0.00605122,0.00196767,0,0,0,0,0,0,0,0,0,0,0
sp226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155675,0.00170576,0.00042385,0.00127298,0.00056657,0.00042559,0.00056649,0.00042469,0,0.00056537
sp227,0.00520613,0.00492057,0.00590468,0,0,0,0,0,0.00801462,0.00857947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp228,0,0,0,0,0,0.00618586,0.00576328,0.00294985,0,0,0,0,0.00126458,0.00548832,0.00238932,0,0,0,0,0,0,0,0,0,0,0
sp229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113218,0.00085288,0.00197796,0.00127298,0.00184136,0.00113491,0.0018411,0.00070781,0.00155719,0.00056537
sp230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396264,0.00270078,0.00098898,0.00240453,0.00127479,0.0019861,0.00099136,0.00028313,0.00084938,0.00042403
sp231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127932,0.00028257,0,0.00226629,0,0.0018411,0,0,0
sp232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254741,0.00326937,0,0.00169731,0.00084986,0.00042559,0.00070811,0,0.00028313,0.00014134
sp234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283046,0.00085288,0.00268437,0.00212164,0.00169972,0.00397219,0.00637303,0.0038222,0.00651189,0.00480565
sp235,0.00759814,0,0.00407704,0.01899001,0,0,0,0,0,0,0.0075864,0.0116573,0,0.00168871,0,0,0,0,0,0,0,0,0,0,0,0
sp236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014156,0.00028269
sp237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00085288,0.00042385,0.00056577,0,0.00014186,0,0,0,0
sp238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0,0.00014164,0,0,0,0,0
sp239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0,0,0,0,0
sp240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0,0.00353207,0.00084866,0.00212465,0.00312101,0.00240759,0.00240657,0.00467157,0.00551237
sp241,0.00858309,0.01110642,0.00365528,0,0,0,0,0,0.00590551,0.00632911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0.00056859,0.00070641,0.00155587,0.0009915,0.00156051,0.00226597,0.00297282,0.00353907,0.00212014
sp243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0,0.00014128,0,0.00014164,0.00014186,0.00028325,0,0.00014156,0.00028269
sp244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0.00156361,0,0.00155587,0.00084986,0.00056746,0.00099136,0.00028313,0.00070781,0.00014134
sp246,0,0,0,0,0,0,0,0,0,0,0,0,0.00014051,0,0,0,0.00070761,0.00099502,0,0.00070721,0,0.00028373,0,0.00014156,0,0
sp247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070761,0.00042644,0.00127155,0.00084866,0.00169972,0.00212796,0.00212434,0.00028313,0.00141563,0.00056537
sp248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240589,0.00270078,0.00014128,0.0019802,0.00070822,0.00127678,0.00084974,0,0.00014156,0.00028269
sp249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198132,0.00056859,0,0.00141443,0.00028329,0.00283728,0.00339895,0.00438845,0.00240657,0.00254417
sp250,0.00548755,0.00773232,0.00463939,0.00070333,0.00042159,0,0,0,0.00688976,0.00548523,0.00154538,0.00014045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp251,0,0,0.00393645,0,0,0,0,0,0.00464004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028305,0.00028429,0.00169539,0.00127298,0.00113314,0.00113491,0.00113298,0.00212344,0.00184032,0.0019788
sp253,0,0,0,0,0,0.00014059,0.0043576,0.01938475,0,0,0,0,0,0,0.00955727,0.0133427,0,0,0,0,0,0,0,0,0,0
sp254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113218,0.00099502,0.00014128,0.00042433,0.00127479,0.00056746,0.00070811,0.00042469,0.00056625,0.00042403
sp255,0.00253271,0.00660762,0.00407704,0.000844,0.00126476,0.00154646,0,0,0.00464004,0.00590717,0.00309076,0.00140449,0.00224814,0.00112581,0,0,0,0,0,0,0,0,0,0,0,0
sp256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084914,0.00071073,0.00211924,0.00028289,0.00056657,0.00056746,0.00042487,0.00056625,0.00042469,0.00014134
sp257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00071073,0,0.0009901,0,0.00042559,0.00113298,0,0.00042469,0
sp258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198132,0.00028429,0.00113026,0.00183876,0.0009915,0.00127678,0.00212434,0.00056625,0.00240657,0.00070671
sp259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00099502,0,0.0009901,0.00056657,0,0.00014162,0.00014156,0,0
sp260,0,0,0,0.007174,0.01025857,0,0,0,0,0,0.02669289,0.01376404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127371,0.00156361,0.00098898,0.00155587,0.00042493,0,0,0.00070781,0.00099094,0.00141343
sp262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085118,0,0,0,0
sp263,0,0,0,0,0,0,0,0.00084282,0,0,0,0,0,0,0.00491918,0.0116573,0,0,0,0,0,0,0,0,0,0
sp264,0.0088645,0.00674821,0.0022494,0,0,0,0,0,0.00913948,0.00829817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071073,0,0,0.00028329,0.00028373,0,0,0,0
sp266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113218,0.00085288,0,0.00084866,0.00042493,0.00283728,0.00311571,0.00042469,0.00084938,0.00070671
sp267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00056859,0.00014128,0.00070721,0.0009915,0.00269542,0.00155785,0,0.00127407,0.00084806
sp268,0,0,0.00140588,0.00196933,0.00252951,0.00365528,0.00506044,0.00323079,0,0,0.00098342,0.00168539,0.00379373,0.00351815,0.00295151,0.00266854,0,0,0,0,0,0,0,0,0,0
sp269,0.00520613,0.00463939,0.00984114,0,0,0,0,0,0.00534308,0.00731364,0.00028098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp270,0,0,0,0,0,0.00098411,0,0,0,0,0,0,0.02964732,0.01984239,0,0,0,0,0,0,0,0,0,0,0,0
sp271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018398,0.00170576,0,0,0.001983,0,0.00042487,0.0011325,0.00169875,0
sp272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056609,0.00099502,0.00028257,0.00056577,0.00028329,0.00042559,0.00014162,0.00028313,0,0
sp273,0.0066132,0.00604527,0.00351469,0,0,0,0,0,0.00618673,0.00421941,0.00028098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0.00099502,0.00098898,0.00070721,0.00084986,0.00156051,0.00155785,0.00070781,0.00212344,0.00212014
sp275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018398,0.00127932,0.00014128,0.00127298,0.00056657,0.0019861,0.00169948,0.00014156,0.00056625,0.00056537
sp276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127371,0.00071073,0.00014128,0.00240453,0.00113314,0.00056746,0.00042487,0,0.00028313,0.00028269
sp277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127371,0.00028429,0.00664029,0.00084866,0.00354108,0.00141864,0.00127461,0.00438845,0.00368063,0.00240283
sp279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028289,0,0,0,0,0,0
sp280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437977,0.00113154,0.00184136,0.00170237,0.00099136,0.00806908,0.00325595,0.00240283
sp281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127371,0.00099502,0.00113026,0.00169731,0.00155807,0.00156051,0.00127461,0.00127407,0.00212344,0.00212014
sp282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sp283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00042644,0,0,0,0,0,0,0,0
sp284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014144,0,0,0,0,0,0
sp285,0,0,0,0.00014067,0,0,0.0004217,0.0264082,0,0,0,0,0,0,0.00969782,0.00168539,0,0,0,0,0,0,0,0,0,0
sp286,0,0,0,0,0,0.00056235,0.01236997,0.01067566,0,0,0,0.00014045,0,0,0.00238932,0.00154494,0,0,0,0,0,0,0,0,0,0
sp287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014152,0,0,0.00056577,0.00042493,0,0,0.00014156,0,0
sp288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042644,0,0.00155587,0.00113314,0.00156051,0.00127461,0.00169875,0.00339751,0.0009894
sp289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056625,0
sp290,0,0,0,0.01040934,0.02023609,0,0,0,0,0,0.0012644,0.01516854,0.00252916,0,0,0,0,0,0,0,0,0,0,0,0,0
sp291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042457,0.00056859,0.00014128,0.00155587,0.00056657,0.00042559,0,0,0,0.00014134
sp292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018398,0.00113717,0,0.00155587,0.00084986,0.00028373,0.00070811,0.00014156,0.00042469,0.00042403
sp293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042385,0,0,0.00368847,0.00339895,0.00084938,0.00594564,0.00310954
sp294,0,0,0,0,0,0,0.01194827,0.02247507,0,0,0,0,0,0,0.0116655,0.00491573,0,0,0,0,0,0,0,0,0,0
sp295,0,0,0,0.00028133,0,0.00604527,0.01560304,0.00758534,0.00014061,0.00042194,0,0,0.00028102,0.00098508,0.00435699,0.00407303,0,0,0,0,0,0,0,0,0,0
